https://www.linkedin.com/company/gsquaredequitymanagement,g2—was founded in 2011 with the fundamental belief that venture backed companies were staying private longer.,2
https://www.linkedin.com/company/pivacapital,Piva Capital is a venture capital firm based in San Francisco that invests in disruptive energy and industrial companies across North America and Europe. They have a team of accomplished domain experts who work with creative entrepreneurs to address th...,2
https://www.linkedin.com/company/pjcvc,"PJC Ventures is an experienced Boston venture firm with a start-up mindset. They understand the challenges that founders face because they have been there too. With decades of experience in thriving and surviving in recessions and booms, PJC Ventures k...",2
https://www.linkedin.com/company/omx-ventures,"OMX Ventures is a VC firm investing in early stage companies building tools and instrumentation for life sciences, and novel platforms for therapeutics and diagnostics. Investing at the convergence of biology and computing to support a new generation o...",2
https://www.linkedin.com/company/m12vc,"M12 Venture Capital is Microsoft's venture capital fund that invests in early stage technology companies disrupting the enterprise. They empower entrepreneurs with capital, customer connections, and unparalleled access to Microsoft. M12's mission is to...",2
https://www.linkedin.com/company/pelion-venture-partners,"Pelion Venture Partners is an early stage venture capital firm that partners with innovative entrepreneurs to launch dynamic and groundbreaking companies. With expertise and a track record dating back to 1986, Pelion provides hands-on support and strat...",2
https://www.linkedin.com/company/psgequity,PSG is a leading growth equity firm that partners with software companies to capitalize on transformational growth and strategic opportunities.,2
https://www.linkedin.com/company/wisemont-capital,"Wisemont Capital is a fund that makes equity investments in technology companies in the seed stage to series A. They have a primary focus on IoT & Robotics, Software B2B, Healthcare, Artificial Intelligence, and Cloud & Big Data. The company believes t...",2
https://www.linkedin.com/company/arctern-ventures,"ArcTern Ventures is a cleantech venture capital fund based in Toronto, Canada and investing in early stage disruptive ideas.",2
https://www.linkedin.com/company/nttventurecapital,NTTVC is an independent venture capital firm that invests across sectors and partners with founders from their first inspiration through the full expression of their vision.,2
https://www.linkedin.com/company/eos-venture-partners,"Eos Venture Partners is a Strategic Venture Capital Fund, focused exclusively on insurance technology (#InsurTech).",2
https://www.linkedin.com/company/toyota-ai-ventures,"Toyota Ventures is Toyota’s first standalone early stage venture capital firm, investing in early stage startups in AI, cloud, autonomy, mobility, robotics, smart cities, digital health, fintech, energy, materials, and carbon neutrality.",2
https://www.linkedin.com/company/shima-capital,Shima Capital is an early stage global venture firm focused on supporting cutting edge blockchain startups. We invest in disruptive web3 and blockchain technology companies.,2
https://www.linkedin.com/company/bloctech-investment-group,"BlocTech Investment Group is a Texas based, research focused fund that invests in the future of blockchain, emerging technologies, and startups. VISION – We endeavor to create positive global impact, helping shape the future through meaningful investme...",2
https://www.linkedin.com/company/flagship-ventures,"Flagship Ventures is a venture capital firm that focuses on developing disruptive innovations in the fields of therapeutics, health technologies, and sustainability. The firm operates through two synergistic units: VentureLabs(TM) Flagship, which devel...",2
https://www.linkedin.com/company/clearvision-ventures,"Clearvision Ventures is a venture capital firm formed by entrepreneurs dedicated to helping other entrepreneurs build category leading companies. Our primary goal is to help entrepreneurs achieve success by providing them with the necessary funding, ex...",2
https://www.linkedin.com/company/initialized-capital,"Initialized Capital is a San Francisco based early stage venture capital firm with over $700M in assets under management. We focus on investing in high potential software startups at seed stage and earlier, and are happy to be the first investors in ea...",2
https://www.linkedin.com/company/ms-ad-ventures,"MS&AD VENTURES is a corporate venture capital firm that focuses on early-stage technology companies in the fields of Fintech, InsurTech, AI, IoT, Big Data, and Cybersecurity. As an affiliated company of MS&AD Insurance Group Holdings, the 7th largest i...",2
https://www.linkedin.com/company/verance-capital,"Verance Capital is a venture capital and private equity firm that specializes in investing in the sports, media, and live entertainment industries. They partner with leading entrepreneurs and management teams to provide early and growth stage capital. ...",2
https://www.linkedin.com/company/bootstrapventurepartners,"Bootstrap Venture Partners is a team of experienced entrepreneurs dedicated to helping aspiring entrepreneurs. They seek out companies whose products and services they believe will have a meaningful effect on the greater good, and help them succeed. Th...",2
https://www.linkedin.com/company/third-rock-ventures,Third Rock Ventures is a leading healthcare venture firm focused on advancing disruptive areas of science and medicine to deliver breakthroughs. They invest in transformational life science companies that show high growth potential and are well positio...,2
https://www.linkedin.com/company/violaventures,"Viola Group, established in 2000, is an Israeli private equity investment group with over $3 billion under management.",2
https://www.linkedin.com/company/hof-capital,HOF Capital is a global technology investment firm that leverages its global limited partner network to help founders build massive businesses.,2
https://www.linkedin.com/company/newschools-venture-fund,"NewSchools Venture Fund is a national nonprofit venture philanthropy working to reimagine public education. Since our founding in 1998, we have invested nearly $200 million in 200 education ventures. Our investments were instrumental in the creation of...",2
https://www.linkedin.com/company/nfxvc,NFX is a venture capital firm specializing in pre-seed and seed stage investments. They support exceptional founders in building market-transforming companies and operate as an invite-only guild for digital networks and marketplaces. NFX emphasizes the...,2
https://www.linkedin.com/company/mpm-capital,MPM Capital is a world leading biotechnology investment firm with nearly three decades of experience creating and investing in companies that seek to translate scientific innovations into cures for major diseases. With its world class team and deep exp...,2
https://www.linkedin.com/company/humlaventures,A VC fund dedicated to world class entrepreneurs and financial ecosystem transformation. Currently raising second fund initiative of @xbtogroup.,2
